17908240_1|17908240|125|#section_info|0:0|we have found that the reduction in M1 mACh receptor responsiveness is decreased in quiescent |#main_body|GO:0009961|response to 1-aminocyclopropane-1-carboxylic acid|#go_definition|IEP|GOA|Mch1|#gene_synonym
0.63	17908240_142|17908240|20989|Results|0:0|Effects of inhibiting endogenous G protein-coupled receptor kinase (GRK) 2 and GRK6 activities on M1 muscarinic acetylcholine (mACh) receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_26|17908240|3572|abstract|0:0|2004), and there is much evidence that mACh receptors can modulate oscillation frequency in hippocampal networks (see Cobb and Davies 2005).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_151|17908240|24210|Results|0:0|Effects of manipulating protein kinase C activity in hippocampal neurons on M1 muscarinic acetylcholine receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_7|17908240|2283|abstract|0:0|Effective transmission of cholinergic input is mediated by nicotinic and muscarinic acetylcholine (mACh) receptors, with the M1 and M3 mACh receptor subtypes being expressed on principal neurons (Levey et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_283|17908240|52203|Discussion|0:0|Roles of phosphorylation-dependent and -independent mechanisms in the regulation of M1 muscarinic acetylcholine receptors by G protein-coupled receptor kinase 2 in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_18|17908240|37977|#section_info|0:0|Recent studies from this laboratory have provided strong evidence that endogenous GRK2 and GRK6 can regulate the responsiveness of M1 mACh receptor signalling in cultured rat hippocampal neurons (Willets et al. 2004, 2005).|#main_body|GO:0008277|regulation of G-protein coupled receptor protein signaling pathway|#go_definition|TAS|GOA|Adrbk1(25238)|#gene_synonym
0.73	17908240_14|17908240|3572|abstract|0:0|We have also already provided substantial evidence that M1 mACh receptor/PLC signalling in hippocampal neurons is regulated by G protein-coupled receptor kinases (GRKs).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.73	17908240_237|17908240|45007|Discussion|0:0|It has also been shown previously that M1 mACh receptor stimulation can activate extracellular signal-regulated kinase in hippocampal neurons (Berkeley et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_84|17908240|11513|Results|0:0|Our previous work has extensively characterized the desensitization of M1 mACh receptors in immature (< 10 days in vitro, hereafter DIV), non-synaptically active hippocampal neurons (Willets et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_11|17908240|2283|abstract|0:0|Indeed, there is recent strong evidence for modulation of synaptic plasticity by the physiological activation of hippocampal M1 mACh receptors (Shinoe et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_25|17908240|3572|abstract|0:0|Indeed, previous studies have revealed that the level of synaptic activity in such cultures dramatically alters M1 mACh receptor inositol 1,4,5-trisphosphate generation and Ca2+ release from stores (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_233|17908240|45007|Discussion|0:0|There is substantial evidence that GRK-mediated phosphorylation of mACh receptors brings about the recruitment of arrestins that enhance receptor internalization and lead to the redistribution of receptors to organellar compartments within the cytoplasm in primary neurons (Volpicelli and Levey 2004; Bernard et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_142|17908240|20989|Results|0:0|Effects of inhibiting endogenous G protein-coupled receptor kinase (GRK) 2 and GRK6 activities on M1 muscarinic acetylcholine (mACh) receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_26|17908240|3572|abstract|0:0|2004), and there is much evidence that mACh receptors can modulate oscillation frequency in hippocampal networks (see Cobb and Davies 2005).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_151|17908240|24210|Results|0:0|Effects of manipulating protein kinase C activity in hippocampal neurons on M1 muscarinic acetylcholine receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_7|17908240|2283|abstract|0:0|Effective transmission of cholinergic input is mediated by nicotinic and muscarinic acetylcholine (mACh) receptors, with the M1 and M3 mACh receptor subtypes being expressed on principal neurons (Levey et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_283|17908240|52203|Discussion|0:0|Roles of phosphorylation-dependent and -independent mechanisms in the regulation of M1 muscarinic acetylcholine receptors by G protein-coupled receptor kinase 2 in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_19|17908240|37977|#section_info|0:0|In particular, we have established that GRK2 can suppress neuronal M1 mACh receptor signalling by both phosphorylation-dependent and -independent mechanisms with the latter probably involving the direct binding of the RH domain of GRK2 to Galphaq/11 (Willets et al. 2005).|#main_body|GO:0045744|negative regulation of G-protein coupled receptor protein signaling pathway|#go_definition|TAS|GOA|Adrbk1(25238)|#gene_synonym
0.73	17908240_14|17908240|3572|abstract|0:0|We have also already provided substantial evidence that M1 mACh receptor/PLC signalling in hippocampal neurons is regulated by G protein-coupled receptor kinases (GRKs).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_233|17908240|45007|Discussion|0:0|There is substantial evidence that GRK-mediated phosphorylation of mACh receptors brings about the recruitment of arrestins that enhance receptor internalization and lead to the redistribution of receptors to organellar compartments within the cytoplasm in primary neurons (Volpicelli and Levey 2004; Bernard et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_237|17908240|45007|Discussion|0:0|It has also been shown previously that M1 mACh receptor stimulation can activate extracellular signal-regulated kinase in hippocampal neurons (Berkeley et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_283|17908240|52203|Discussion|0:0|Roles of phosphorylation-dependent and -independent mechanisms in the regulation of M1 muscarinic acetylcholine receptors by G protein-coupled receptor kinase 2 in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_11|17908240|2283|abstract|0:0|Indeed, there is recent strong evidence for modulation of synaptic plasticity by the physiological activation of hippocampal M1 mACh receptors (Shinoe et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_25|17908240|3572|abstract|0:0|Indeed, previous studies have revealed that the level of synaptic activity in such cultures dramatically alters M1 mACh receptor inositol 1,4,5-trisphosphate generation and Ca2+ release from stores (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_142|17908240|20989|Results|0:0|Effects of inhibiting endogenous G protein-coupled receptor kinase (GRK) 2 and GRK6 activities on M1 muscarinic acetylcholine (mACh) receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_20|17908240|37977|#section_info|0:0|Furthermore, enhanced synaptic activity in hippocampal neurons, initiated by suppression of inhibitory GABAA receptors with picrotoxin, dramatically enhances M1 mACh receptor-stimulated IP3 production and Ca2+ store release (Nash et al. 2004).|#main_body|GO:0043647|inositol phosphate metabolic process|#go_definition|TAS|GOA|Chrm1(25229)|#gene_synonym
0.79	17908240_96|17908240|11513|Results|0:0|To test this hypothesis, we enhanced spontaneous synaptic activity by adding picrotoxin (100 mumol/L) to block GABAA receptors and enhance the effect of glutamate-driven AMPA receptor-mediated Ca2+ excitability within the neuronal culture (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.77	17908240_25|17908240|3572|abstract|0:0|Indeed, previous studies have revealed that the level of synaptic activity in such cultures dramatically alters M1 mACh receptor inositol 1,4,5-trisphosphate generation and Ca2+ release from stores (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.77	17908240_267|17908240|50557|Discussion|0:0|Synaptic activity augments muscarinic acetylcholine receptor-stimulated inositol 1,4,5-trisphosphate production to facilitate Ca2+ release in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.73	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_285|17908240|52555|Discussion|0:0|Muscarinic acetylcholine receptor activation enhances hippocampal neuron excitability and potentiates synaptically evoked Ca2+ signals via phosphatidylinositol 4,5-bisphosphate depletion|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_101|17908240|13703|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine (mACh) receptor responsiveness and re-sensitization assessed through inositol 1,4,5-trisphosphate (IP3) imaging of hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_84|17908240|11513|Results|0:0|Our previous work has extensively characterized the desensitization of M1 mACh receptors in immature (< 10 days in vitro, hereafter DIV), non-synaptically active hippocampal neurons (Willets et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_11|17908240|2283|abstract|0:0|Indeed, there is recent strong evidence for modulation of synaptic plasticity by the physiological activation of hippocampal M1 mACh receptors (Shinoe et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_237|17908240|45007|Discussion|0:0|It has also been shown previously that M1 mACh receptor stimulation can activate extracellular signal-regulated kinase in hippocampal neurons (Berkeley et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_21|17908240|3572|abstract|0:0|1999) and in which glutamate-mediated synaptic activity can be dramatically increased by suppressing inhibitory GABAergic inputs with picrotoxin, or suppressed with tetrodotoxin (TTx) (Bacci et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_95|17908240|11513|Results|0:0|However, in the presence of spontaneous synaptic activity the difference between R2 and R1 responses was increased (Fig. 1b), suggesting that synaptic activity may increase the rate/extent of M1 mACh receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_115|17908240|14966|Results|0:0|These data suggest that the degree of synaptic activity also regulates the duration of agonist-mediated desensitization, and a delay in M1 mACh receptor re-sensitization is particularly evident when inhibitory GABAergic activity is blocked by picrotoxin.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_203|17908240|35275|Results|0:0|(d) cumulative data showing the effects of spontaneous activity and picrotoxin (100 mumol/L)-stimulated synaptic activity on M1 muscarinic acetylcholine receptor desensitization measured using the standard R1/Rmax/R2 protocol.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_103|17908240|13703|Results|0:0|Representative traces showing M1 mACh receptor desensitization in the presence of (a) tetrodotoxin (TTx) (500 nmol/L); (b) no pre-addition (spontaneous synaptic activity; Spont in panel d); and (c) synaptic activity induced by picrotoxin (PiTx, 100 mumol/L).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_94|17908240|11513|Results|0:0|2004) such activity promotes enhanced IP3 formation, seen as spikes above the level of IP3 produced by the presence of agonist (Fig. 1b).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_138|17908240|18871|Results|0:0|Under these conditions picrotoxin failed to produce any change in the R2/R1 ratio, indicating that a burst of synaptic activity alone is unable to induce M1 mACh receptor desensitization (data not shown).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_212|17908240|37977|Discussion|0:0|Beyond ~10 DIV these cultures form synaptic connections, which, via glutamatergic transmission, result in spontaneous, often synchronous bursts of action potentials that generate oscillatory changes in intracellular Ca2+ (Ogura et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_228|17908240|41645|Discussion|0:0|Increased synaptic activity induced by picrotoxin in the hippocampal neurons also resulted in the translocation of MARCKS and inhibitor studies implicate both a PKC and CaM regulatory component under these conditions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_246|17908240|48726|Discussion|0:0|M1 muscarinic acetylcholine receptors activate extracellular signal-regulated kinase in CA1 pyramidal neurons in mouse hippocampal slices|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_271|17908240|51059|Discussion|0:0|Nuclear calcium signaling evoked by cholinergic stimulation in hippocampal CA1 pyramidal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_284|17908240|52387|Discussion|0:0|NMDA-receptor regulation of muscarinic-receptor stimulated inositol 1,4,5-trisphosphate production and protein kinase C activation in single cerebellar granule neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_7|17908240|2283|abstract|0:0|Effective transmission of cholinergic input is mediated by nicotinic and muscarinic acetylcholine (mACh) receptors, with the M1 and M3 mACh receptor subtypes being expressed on principal neurons (Levey et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_1|17908240|0|paper_title|0:0|The regulation of M1 muscarinic acetylcholine receptor desensitization by synaptic activity in cultured hippocampal neurons1|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_89|17908240|11513|Results|0:0|However, in the absence of TTx the hippocampal cultures display spontaneous, glutamate-driven and alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid (AMPA) receptor-mediated synaptic activity (Bacci et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_151|17908240|24210|Results|0:0|Effects of manipulating protein kinase C activity in hippocampal neurons on M1 muscarinic acetylcholine receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_9|17908240|2283|abstract|0:0|A major function of cholinergic transmission is to enhance the excitability of the hippocampal glutamate circuitry (Dutar et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_14|17908240|3572|abstract|0:0|We have also already provided substantial evidence that M1 mACh receptor/PLC signalling in hippocampal neurons is regulated by G protein-coupled receptor kinases (GRKs).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_83|17908240|11448|Results|0:0|Effects of synaptic activity on M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_92|17908240|11513|Results|0:0|2005), which results in AMPA receptor-mediated depolarization and Ca2+ entry via NMDA receptors and voltage-operated Ca2+ channels.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_109|17908240|14900|Results|0:0|Effects of synaptic activity on M1 mACh receptor re-sensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_114|17908240|14966|Results|0:0|When synaptic activity was enhanced with picrotoxin, receptor-stimulated PLC responses were significantly depressed for up to 15 min post-Rmax (Fig. 1d).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_178|17908240|30349|Results|0:0|Neurons, recombinantly expressing either eGFP-PKCbetaII or -epsilon isoenzymes and loaded with Fura-Red simultaneously to report changes in intracellular Ca2+ concentrations, were subject to picrotoxin and/or M1 mACh receptor agonist additions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_274|17908240|51274|Discussion|0:0|Modulation of synaptic plasticity by physiological activation of M1 muscarinic acetylcholine receptors in the mouse hippocampus|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_21|17908240|37977|#section_info|0:0|Furthermore, enhanced synaptic activity in hippocampal neurons, initiated by suppression of inhibitory GABAA receptors with picrotoxin, dramatically enhances M1 mACh receptor-stimulated IP3 production and Ca2+ store release (Nash et al. 2004).|#main_body|GO:0006874|cellular calcium ion homeostasis|#go_definition|TAS|GOA|Chrm1(25229)|#gene_synonym
0.79	17908240_96|17908240|11513|Results|0:0|To test this hypothesis, we enhanced spontaneous synaptic activity by adding picrotoxin (100 mumol/L) to block GABAA receptors and enhance the effect of glutamate-driven AMPA receptor-mediated Ca2+ excitability within the neuronal culture (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.77	17908240_25|17908240|3572|abstract|0:0|Indeed, previous studies have revealed that the level of synaptic activity in such cultures dramatically alters M1 mACh receptor inositol 1,4,5-trisphosphate generation and Ca2+ release from stores (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.77	17908240_267|17908240|50557|Discussion|0:0|Synaptic activity augments muscarinic acetylcholine receptor-stimulated inositol 1,4,5-trisphosphate production to facilitate Ca2+ release in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.73	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_285|17908240|52555|Discussion|0:0|Muscarinic acetylcholine receptor activation enhances hippocampal neuron excitability and potentiates synaptically evoked Ca2+ signals via phosphatidylinositol 4,5-bisphosphate depletion|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_101|17908240|13703|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine (mACh) receptor responsiveness and re-sensitization assessed through inositol 1,4,5-trisphosphate (IP3) imaging of hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_84|17908240|11513|Results|0:0|Our previous work has extensively characterized the desensitization of M1 mACh receptors in immature (< 10 days in vitro, hereafter DIV), non-synaptically active hippocampal neurons (Willets et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_11|17908240|2283|abstract|0:0|Indeed, there is recent strong evidence for modulation of synaptic plasticity by the physiological activation of hippocampal M1 mACh receptors (Shinoe et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_237|17908240|45007|Discussion|0:0|It has also been shown previously that M1 mACh receptor stimulation can activate extracellular signal-regulated kinase in hippocampal neurons (Berkeley et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_21|17908240|3572|abstract|0:0|1999) and in which glutamate-mediated synaptic activity can be dramatically increased by suppressing inhibitory GABAergic inputs with picrotoxin, or suppressed with tetrodotoxin (TTx) (Bacci et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_95|17908240|11513|Results|0:0|However, in the presence of spontaneous synaptic activity the difference between R2 and R1 responses was increased (Fig. 1b), suggesting that synaptic activity may increase the rate/extent of M1 mACh receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_115|17908240|14966|Results|0:0|These data suggest that the degree of synaptic activity also regulates the duration of agonist-mediated desensitization, and a delay in M1 mACh receptor re-sensitization is particularly evident when inhibitory GABAergic activity is blocked by picrotoxin.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_203|17908240|35275|Results|0:0|(d) cumulative data showing the effects of spontaneous activity and picrotoxin (100 mumol/L)-stimulated synaptic activity on M1 muscarinic acetylcholine receptor desensitization measured using the standard R1/Rmax/R2 protocol.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
